"County","Sector","2015","2014","2013","2012","2011","2010","2009","2008","2007","2006","2005","2004","2003","2002","2001","2000","1999","1998","1997","1996","1995","1994","1993","1992","1991","1990","Total Usage"
"NAPA","Residential","     370.749448","     363.766220","     374.977324","     374.732849","     375.297628","     377.065489","     382.138436","     379.648630","     378.023663","     386.886972","     370.353106","     363.345382","     354.864320","     340.534654","     325.807055","     349.180445","     341.335929","     334.237142","     324.287135","     316.360746","     305.372795","     296.203358","     305.106743","     297.002241","     291.156241","     290.617800","    8969.051751"
"NAPA","Total","    1054.677621","    1046.372835","    1054.132060","    1038.672081","    1031.549203","    1020.557380","    1024.733194","    1039.405264","    1010.841913","     992.564030","     952.907869","     937.285266","     917.649949","     899.843886","     867.031523","     938.518585","     826.055349","     870.985922","     839.990831","     796.491896","     706.620307","     680.883313","     692.419529","     684.649765","     646.662233","     631.611324","   23203.113128"
"NEVADA","Non-Residential","     220.118152","     227.026879","     233.705320","     234.962176","     232.403360","     229.907113","     235.657032","     246.033142","     240.989935","     237.647953","     229.170003","     226.680750","     216.496949","     232.948569","     217.907766","     210.455034","     175.858085","     192.967573","     187.668006","     183.238258","     180.879104","     184.183506","     174.501724","     169.326351","     177.976796","     168.095680","    5466.805216"
"NEVADA","Residential","     413.176726","     406.707113","     423.127063","     426.543732","     426.860991","     425.835091","     424.927241","     421.737558","     414.447399","     411.970488","     397.829499","     398.476909","     378.712429","     379.163814","     363.408873","     378.269990","     368.335365","     367.315584","     342.286139","     339.726176","     327.047146","     328.218954","     323.128959","     313.971178","     322.435572","     313.879857","    9837.539846"
"NEVADA","Total","     633.294879","     633.733992","     656.832382","     661.505908","     659.264351","     655.742205","     660.584273","     667.770701","     655.437334","     649.618441","     626.999502","     625.157659","     595.209378","     612.112383","     581.316639","     588.725025","     544.193449","     560.283157","     529.954145","     522.964434","     507.926251","     512.402460","     497.630683","     483.297529","     500.412367","     481.975536","   15304.345063"
"ORANGE","Non-Residential","   14091.515732","   13677.791106","   13387.107660","   13378.413650","   13185.111170","   13183.716789","   13740.695750","   14396.338990","   14252.322694","   14343.783520","   13838.577578","   13675.113543","   13206.854883","   12869.464652","   11964.871637","   13780.365354","   10868.633358","   13137.068545","   12661.099803","   12112.304626","   11656.086826","   11826.944098","   11424.509039","   11898.539566","   11467.556333","   11638.669690","  335663.456592"
"ORANGE","Residential","    6795.905246","    7038.013252","    6837.731854","    7065.504148","    6689.112874","    6601.535180","    6906.008869","    7128.617197","    6859.138584","    6842.145705","    6712.012346","    6603.860758","    6363.149159","    5977.834856","    5568.004301","    6331.415062","    5788.592702","    5881.285443","    5876.865282","    5618.972272","    5441.313405","    5463.234758","    5194.523935","    5493.867502","    5137.481857","    5120.556274","  161336.682821"
"ORANGE","Total","   20887.420979","   20715.804358","   20224.839514","   20443.917798","   19874.224044","   19785.251970","   20646.704619","   21524.956187","   21111.461278","   21185.929225","   20550.589923","   20278.974301","   19570.004042","   18847.299508","   17532.875938","   20111.780416","   16657.226060","   19018.353988","   18537.965085","   17731.276899","   17097.400231","   17290.178856","   16619.032974","   17392.407068","   16605.038190","   16759.225964","  497000.139415"
"PLACER","Non-Residential","    1519.801890","    1546.813578","    1514.347022","    1526.214862","    1542.944531","    1550.501466","    1584.178149","    1659.394304","    1678.519752","    1501.851111","    1433.187543","    1496.917832","    1412.801612","    1382.418627","    1331.095200","    1378.856280","    1194.799183","    1259.166618","    1090.630876","    1005.476406","    1100.779736","    1047.770976","     940.681023","     875.658819","     894.157680","     811.561607","   34280.526683"
"PLACER","Residential","    1382.368437","    1369.591411","    1366.937113","    1385.841326","    1353.315499","    1336.438426","    1369.740685","    1362.762100","    1328.463190","    1335.433855","    1263.352067","    1215.749933","    1145.239140","    1055.072769","     979.308988","     976.124418","     921.882461","     878.626984","     844.243780","     823.587286","     757.250491","     746.608507","     728.522643","     711.086467","     702.322530","     680.960940","   28020.831446"
"PLACER","Total","    2902.170327","    2916.404989","    2881.284136","    2912.056189","    2896.260030","    2886.939891","    2953.918834","    3022.156403","    3006.982942","    2837.284965","    2696.539610","    2712.667765","    2558.040751","    2437.491396","    2310.404188","    2354.980697","    2116.681643","    2137.793602","    1934.874656","    1829.063692","    1858.030227","    1794.379483","    1669.203666","    1586.745287","    1596.480209","    1492.522547","   62301.358125"
"PLUMAS","Non-Residential","     102.645710","     102.532208","     110.707154","     126.527410","     117.951351","      97.837324","      99.012615","     114.173043","     112.378325","     120.319707","      91.418440","      92.954336","      99.285165","     122.358360","      93.942997","     109.122884","     100.723558","      98.803186","     127.510747","      93.073449","      74.688464","      62.895411","     112.012157","     113.822446","      94.313437","      90.131612","    2681.141496"
"PLUMAS","Residential","      92.417988","      98.287001","     101.412302","      97.807020","     101.473686","     102.105261","     103.338947","     103.632605","     103.567064","     103.457398","     102.511207","     101.282195","      96.156275","      96.900140","      92.753466","      92.930694","      94.089983","      93.749365","      90.033386","      88.417064","      86.200226","      88.051175","     116.951203","     107.747799","      89.257865","      88.269715","    2532.801030"
"PLUMAS","Total","     195.063697","     200.819209","     212.119455","     224.334430","     219.425037","     199.942585","     202.351562","     217.805648","     215.945388","     223.777105","     193.929647","     194.236531","     195.441440","     219.258500","     186.696463","     202.053578","     194.813542","     192.552551","     217.544133","     181.490513","     160.888690","     150.946586","     228.963360","     221.570245","     183.571302","     178.401327","    5213.942524"
"RIVERSIDE","Non-Residential","    8773.043395","    8734.548951","    8506.774889","    8576.253077","    7814.159297","    7705.437265","    7882.031820","    8304.368523","    8281.505581","    8279.997344","    7888.158271","    7633.243124","    7256.616084","    6668.586806","    5735.329023","    6681.362085","    5248.586661","    5497.764775","    5518.255812","    5291.282229","    5077.392395","    4985.345710","    3643.770644","    3584.807962","    3517.191625","    3382.495339","  170468.308687"
"RIVERSIDE","Residential","    6661.682362","    6768.672183","    6601.835228","    6672.257901","    6578.002047","    6336.630569","    6607.317531","    6772.748409","    6683.401186","    6875.697041","    5448.690651","    5102.188595","    5480.931262","    4891.090477","    4725.834499","    4965.469853","    4584.177268","    4405.400669","    4324.404946","    4263.842855","    4060.422590","    4026.994776","    3525.509250","    3625.502620","    3387.375972","    3381.206731","  136757.287471"
"RIVERSIDE","Total","   15434.725756","   15503.221134","   15108.610117","   15248.510978","   14392.161344","   14042.067834","   14489.349350","   15077.116932","   14964.906768","   15155.694385","   13336.848922","   12735.431719","   12737.547346","   11559.677283","   10461.163522","   11646.831938","    9832.763929","    9903.165444","    9842.660758","    9555.125084","    9137.814985","    9012.340486","    7169.279894","    7210.310582","    6904.567597","    6763.702070","  307225.596157"
"SACRAMENTO","Non-Residential","    6096.767937","    6258.067491","    6128.662092","    6116.357251","    6106.544726","    6187.072840","    6261.958200","    6397.433721","    6424.254283","    6245.416614","    6138.886632","    5921.750757","    5666.879828","    5464.447574","    5519.079313","    5595.193902","    5563.936989","    5295.019577","    5276.326921","    5166.796560","    5025.350011","    4930.242055","    4932.112865","    4936.370966","    4779.498052","    4784.024951","  147218.452108"
"SACRAMENTO","Residential","    4673.671881","    4718.741514","    4695.265865","    4692.986588","    4640.986875","    4534.586172","    4733.316446","    4711.876234","    4650.595146","    4762.260192","    4576.688494","    4423.577655","    4379.788893","    4103.966894","    4035.339389","    4142.131663","    3959.346081","    3984.349904","    3838.113920","    3866.285559","    3581.735960","    3695.087079","    3650.251881","    3634.603537","    3617.630125","    3625.074714","  109928.258661"
"SACRAMENTO","Total","   10770.439818","   10976.809004","   10823.927957","   10809.343839","   10747.531601","   10721.659011","   10995.274646","   11109.309955","   11074.849429","   11007.676806","   10715.575126","   10345.328412","   10046.668721","    9568.414468","    9554.418701","    9737.325565","    9523.283070","    9279.369482","    9114.440842","    9033.082119","    8607.085971","    8625.329135","    8582.364746","    8570.974504","    8397.128177","    8409.099665","  257146.710770"
"SAN BENITO","Non-Residential","     247.342177","     240.893578","     238.110553","     215.010354","     199.137259","     191.858926","     198.480861","     198.226019","     203.480879","     199.069833","     188.990051","     194.436856","     184.004718","     204.730751","     211.088498","     181.392988","     143.921281","     152.410917","     145.933233","     129.076847","     122.863609","     117.801586","     110.459338","     115.927845","     117.265477","     117.686238","    4569.600672"
"SAN BENITO","Residential","     120.693666","     115.277144","     119.611062","     117.904273","     116.330127","     116.745326","     117.534287","     117.614048","     119.346468","     118.526578","     116.042862","     117.453031","     114.375905","     111.080252","     105.789149","     109.680197","     103.327349","      96.909345","      90.384096","      85.048890","      78.643154","      77.687541","      75.114599","      71.536465","      71.635891","      70.136148","    2674.427853"
"SAN BENITO","Total","     368.035843","     356.170722","     357.721615","     332.914626","     315.467386","     308.604252","     316.015148","     315.840067","     322.827346","     317.596411","     305.032913","     311.889888","     298.380623","     315.811003","     316.877647","     291.073185","     247.248630","     249.320262","     236.317328","     214.125736","     201.506763","     195.489127","     185.573936","     187.464310","     188.901368","     187.822386","    7244.028521"
"SAN BERNARDINO","Non-Residential","   10236.690053","    9963.523557","    9658.732576","    9556.719250","    8992.666021","    8859.236435","    8963.347725","    9884.337224","   10006.017038","    9642.923449","    9462.932326","    9283.958619","    9163.570268","    9036.094403","    7671.860898","    8900.834195","    6991.894645","    7874.805443","    8019.968265","    7806.496386","    7394.569033","    7319.223434","    8013.122668","    7875.345290","    7803.898068","    7622.695015","  226005.462284"
"SAN BERNARDINO","Residential","    4517.129407","    4765.314484","    4687.230963","    4771.895918","    4716.788593","    4600.712269","    4796.955947","    4913.341940","    4785.545127","    4977.380261","    5241.954877","    5044.595256","    4251.069401","    3817.724368","    3717.428101","    3950.484675","    3581.655179","    3627.510532","    3553.100913","    3548.364224","    3429.884601","    3411.102400","    3797.836492","    3964.319884","    3773.015371","    3825.313313","  110067.654496"
"SAN BERNARDINO","Total","   14753.819460","   14728.838041","   14345.963539","   14328.615168","   13709.454614","   13459.948704","   13760.303672","   14797.679164","   14791.562165","   14620.303709","   14704.887203","   14328.553874","   13414.639669","   12853.818770","   11389.288999","   12851.318871","   10573.549824","   11502.315975","   11573.069178","   11354.860610","   10824.453634","   10730.325833","   11810.959160","   11839.665174","   11576.913439","   11448.008328","  336073.116777"
"SAN DIEGO","Non-Residential","   12863.832501","   13039.601294","   12623.472437","   12654.794659","   12333.059998","   12379.459814","   12747.271719","   13096.644502","   12901.945105","   12955.388840","   12373.625568","   12382.298587","   11728.525440","   11439.087594","   11240.499650","   11585.482230","    8261.407940","    9808.279593","   10448.987797","    9974.153779","    9684.324895","    9515.269448","    9358.911157","    9381.170895","    8889.759161","    9191.153807","  292858.408410"
"SAN DIEGO","Residential","    6917.345593","    6864.199972","    6802.307158","    6907.235912","    6689.534252","    6598.792458","    6768.031537","    6898.184125","    6736.529242","    6709.367131","    6340.808444","    6324.532237","    6043.946351","    5681.077203","    5500.531206","    5890.133584","    5722.947448","    5680.810839","    5530.367207","    5385.364689","    5213.745075","    5218.545736","    5062.419031","    5120.240950","    4879.208742","    5204.506395","  156690.712517"
"SAN DIEGO","Total","   19781.178094","   19903.801266","   19425.779595","   19562.030571","   19022.594250","   18978.252272","   19515.303256","   19994.828628","   19638.474347","   19664.755971","   18714.434012","   18706.830824","   17772.471791","   17120.164798","   16741.030856","   17475.615814","   13984.355388","   15489.090432","   15979.355005","   15359.518468","   14898.069970","   14733.815184","   14421.330188","   14501.411844","   13768.967903","   14395.660202","  449549.120929"
"SAN FRANCISCO","Non-Residential","    4337.491567","    4410.461123","    4385.210074","    4363.367589","    4378.369475","    4237.543273","    4158.291779","    4243.747952","    4157.121639","    3841.340774","    3926.038189","    3699.666173","    3621.327079","    3688.850459","    3660.863383","    3867.509578","    3216.477118","    3521.670907","    3813.168594","    3726.582111","    3691.406219","    3602.846395","    3719.924596","    3702.160654","    3723.247517","    3766.360856","  101461.045073"
"SAN FRANCISCO","Residential","    1466.515850","    1433.039962","    1499.291129","    1510.975342","    1523.985092","    1518.212887","    1501.536630","    1484.420818","    1467.594183","    1491.132559","    1444.470346","    1381.250065","    1363.743000","    1365.736603","    1345.613750","    1414.779270","    1415.215535","    1355.958799","    1315.530064","    1273.247416","    1280.021070","    1257.328920","    1252.797683","    1210.064743","    1244.609201","    1218.100550","   36035.171467"
"SAN FRANCISCO","Total","    5804.007417","    5843.501085","    5884.501203","    5874.342931","    5902.354567","    5755.756161","    5659.828409","    5728.168770","    5624.715822","    5332.473333","    5370.508536","    5080.916239","    4985.070079","    5054.587062","    5006.477133","    5282.288848","    4631.692653","    4877.629705","    5128.698658","    4999.829527","    4971.427289","    4860.175315","    4972.722279","    4912.225398","    4967.856718","    4984.461406","  137496.216543"
"SAN JOAQUIN","Non-Residential","    3395.789603","    3474.778710","    3809.402059","    3599.191076","    3563.040286","    3514.491660","    3594.116600","    3610.518643","    3745.922221","    4066.401208","    4080.822648","    3771.158058","    3336.370266","    3730.535522","    3691.197841","    3705.425869","    3575.800295","    3197.592055","    3421.275996","    3230.227494","    3176.225711","    2805.198454","    3054.934476","    2615.097310","    2487.063215","    2708.257709","   88960.834985"
"SAN JOAQUIN","Residential","    1778.283023","    1756.798896","    1736.385078","    1751.668013","    1707.132300","    1684.608755","    1726.920249","    1707.094981","    1701.104937","    1715.683653","    1652.179663","    1631.870445","    1575.208232","    1474.074209","    1410.466464","    1461.393069","    1367.596055","    1359.677872","    1320.510486","    1309.102617","    1213.722881","    1193.755366","    1202.847795","    1202.711990","    1183.308681","    1160.007393","   38984.113103"
"SAN JOAQUIN","Total","    5174.072626","    5231.577606","    5545.787137","    5350.859089","    5270.172586","    5199.100415","    5321.036849","    5317.613624","    5447.027158","    5782.084861","    5733.002311","    5403.028503","    4911.578498","    5204.609732","    5101.664305","    5166.818938","    4943.396350","    4557.269927","    4741.786482","    4539.330111","    4389.948592","    3998.953820","    4257.782271","    3817.809301","    3670.371896","    3868.265102","  127944.948090"
"SAN LUIS OBISPO","Non-Residential","    1068.468548","    1095.933025","    1101.005603","    1059.781742","    1026.542178","    1008.734010","    1033.368434","    1062.553667","    1091.457210","     918.123043","     929.552677","     958.743085","     936.486836","     921.356066","     858.616927","     824.821918","     666.157334","     730.903299","     740.111989","     702.766534","     677.441091","     670.953133","     661.732919","     635.577120","     629.116365","     659.252135","   22669.556888"
"SAN LUIS OBISPO","Residential","     648.500390","     630.115215","     660.520299","     665.808082","     657.176909","     658.112719","     669.149678","     673.888061","     672.191650","     682.890012","     651.546072","     637.097489","     625.023866","     542.152174","     625.838356","     599.989797","     579.588014","     561.134112","     538.657641","     524.969428","     505.762762","     493.122675","     493.668203","     483.462830","     493.915381","     487.020224","   15461.302039"
"SAN LUIS OBISPO","Total","    1716.968938","    1726.048240","    1761.525902","    1725.589824","    1683.719087","    1666.846729","    1702.518112","    1736.441727","    1763.648860","    1601.013054","    1581.098749","    1595.840574","    1561.510702","    1463.508240","    1484.455283","    1424.811714","    1245.745348","    1292.037411","    1278.769631","    1227.735962","    1183.203853","    1164.075808","    1155.401121","    1119.039951","    1123.031746","    1146.272359","   38130.858925"
"SAN MATEO","Non-Residential","    2907.240371","    2956.933673","    2961.089741","    2928.132936","    2965.745066","    3147.985425","    3355.220904","    3462.095632","    3407.109848","    3073.892774","    2976.201450","    3217.284755","    3098.624068","    2701.618493","    2754.706862","    3222.079990","    2526.934894","    2948.215766","    2872.936277","    2674.765973","    2608.135044","    2530.109789","    2539.764883","    2536.052160","    2489.600546","    2574.698985","   75437.176305"
"SAN MATEO","Residential","    1539.139680","    1500.043963","    1570.824894","    1585.414453","    1605.615337","    1618.379001","    1615.239432","    1613.705224","    1594.025063","    1598.074809","    1568.757056","    1546.106988","    1514.411185","    1513.496050","    1475.244351","    1586.727026","    1573.283294","    1534.499225","    1483.444353","    1445.210949","    1413.561677","    1412.081315","    1415.799756","    1371.915575","    1400.528192","    1392.880024","   39488.408872"
"SAN MATEO","Total","    4446.380051","    4456.977635","    4531.914634","    4513.547389","    4571.360403","    4766.364426","    4970.460336","    5075.800855","    5001.134912","    4671.967583","    4544.958506","    4763.391744","    4613.035253","    4215.114544","    4229.951213","    4808.807015","    4100.218188","    4482.714991","    4356.380630","    4119.976922","    4021.696721","    3942.191103","    3955.564639","    3907.967735","    3890.128738","    3967.579009","  114925.585175"
"SANTA BARBARA","Non-Residential","    2340.207886","    2609.653375","    2544.490407","    2427.502965","    2441.021583","    2431.586621","    2430.134794","    2450.753208","    2366.705576","    2415.341028","    2436.116742","    2375.772233","    2221.922591","    2279.203550","    2006.912825","    2092.565420","    1653.098695","    2015.549406","    2077.274361","    1986.347553","    1917.694361","    1894.384525","    1938.830134","    1911.832302","    1861.506123","    1837.226626","   56963.634890"
"SANTA BARBARA","Residential","     778.548330","     803.685591","     831.171113","     837.606763","     801.043564","     801.750848","     809.330509","     815.846626","     813.831646","     773.219387","     807.264962","     789.810143","     772.995045","     742.568915","     736.796606","     773.081146","     728.445671","     719.347270","     706.492920","     682.029493","     672.124025","     670.743134","     662.362487","     655.938051","     659.268904","     647.314279","   19492.617428"
"SANTA BARBARA","Total","    3118.756216","    3413.338967","    3375.661520","    3265.109727","    3242.065147","    3233.337469","    3239.465303","    3266.599834","    3180.537222","    3188.560416","    3243.381704","    3165.582376","    2994.917636","    3021.772465","    2743.709431","    2865.646565","    2381.544366","    2734.896675","    2783.767280","    2668.377046","    2589.818386","    2565.127659","    2601.192621","    2567.770353","    2520.775026","    2484.540905","   76456.252315"
"SANTA CLARA","Non-Residential","   12878.945733","   12838.189111","   12704.904370","   12604.224609","   12637.734069","   12331.726077","   12580.238361","   12774.097332","   12556.510731","   11964.350876","   11679.174837","   11580.777766","   11325.577544","   10889.565879","   11764.449782","   12796.812996","   11307.692661","   12226.658960","   11824.084626","   11096.878568","   10793.102147","   10730.221990","   10852.854026","   10930.359697","   10797.036474","   10912.494255","  307378.663477"
"SANTA CLARA","Residential","    3933.284826","    3839.419255","    3915.505935","    3891.958977","    3930.487176","    3929.507935","    3974.486770","    3957.695209","    3901.651980","    4092.725687","    3886.148925","    3778.230603","    3857.072215","    3631.904767","    3632.595478","    3816.319827","    3735.514371","    3649.264239","    3509.355246","    3408.446035","    3295.025941","    3205.731343","    3240.047942","    3148.037332","    3163.287437","    3137.451293","   95461.156744"
"SANTA CLARA","Total","   16812.230560","   16677.608366","   16620.410305","   16496.183586","   16568.221245","   16261.234012","   16554.725131","   16731.792541","   16458.162712","   16057.076563","   15565.323762","   15359.008369","   15182.649760","   14521.470645","   15397.045260","   16613.132823","   15043.207032","   15875.923199","   15333.439873","   14505.324604","   14088.128088","   13935.953333","   14092.901968","   14078.397029","   13960.323911","   14049.945548","  402839.820225"
"SANTA CRUZ","Non-Residential","     660.413450","     680.456810","     680.512741","     665.475062","     656.267018","     663.273800","     683.124636","     773.048684","     824.626446","     867.682217","     836.443911","     897.875428","     819.339396","     870.322987","     922.161259","     939.241672","     748.564637","     848.770158","     890.031159","     830.886980","     850.132393","     790.806294","     796.784950","     795.291223","     761.519332","     784.942826","   20537.995469"
"SANTA CRUZ","Residential","     560.617114","     553.642132","     592.165062","     598.277759","     602.198688","     602.929392","     594.437475","     585.391023","     585.275710","     568.221938","     564.097579","     570.994150","     544.679040","     542.959444","     545.872016","     599.408473","     582.791361","     564.533969","     542.338961","     528.234239","     518.484870","     514.375806","     515.422373","     498.169490","     510.493279","     502.601156","   14488.612499"
"SANTA CRUZ","Total","    1221.030564","    1234.098941","    1272.677803","    1263.752820","    1258.465706","    1266.203192","    1277.562111","    1358.439707","    1409.902156","    1435.904156","    1400.541490","    1468.869578","    1364.018436","    1413.282431","    1468.033275","    1538.650145","    1331.355998","    1413.304127","    1432.370120","    1359.121219","    1368.617263","    1305.182099","    1312.207323","    1293.460713","    1272.012610","    1287.543982","   35026.607965"
"SHASTA","Non-Residential","     825.856670","     820.547164","     796.204673","     782.811741","     772.916803","     778.218742","     810.365400","     851.721788","     876.978744","     871.243097","     865.858317","    1011.885009","     956.743993","     945.237142","     883.952402","     911.126253","     811.198391","     904.141029","     918.418414","     848.081818","     925.161972","     878.260969","     900.809932","     964.300274","     953.462685","     942.258870","   22807.762292"
"SHASTA","Residential","     733.738620","     722.505685","     747.774345","     748.060129","     746.481015","     747.003260","     757.085929","     752.913701","     741.382342","     743.603276","     710.263061","     713.093641","     689.687605","     668.168727","     639.900616","     653.242309","     638.846289","     634.757867","     626.990120","     661.759299","     615.819594","     608.054044","     598.225337","     605.132082","     606.142311","     578.296518","   17688.927722"
"SHASTA","Total","    1559.595290","    1543.052849","    1543.979018","    1530.871870","    1519.397818","    1525.222002","    1567.451329","    1604.635489","    1618.361086","    1614.846372","    1576.121377","    1724.978649","    1646.431599","    1613.405869","    1523.853018","    1564.368563","    1450.044680","    1538.898896","    1545.408534","    1509.841117","    1540.981566","    1486.315013","    1499.035269","    1569.432356","    1559.604996","    1520.555388","   40496.690013"
"SIERRA","Non-Residential","       9.643804","      10.402831","       9.626174","       9.373009","       9.358072","       9.325313","      10.033662","      10.599838","      11.467064","       9.007381","       9.900346","       9.507515","      19.922779","      17.390710","      20.715837","       8.115739","       7.506069","       8.422577","       8.387507","       8.549374","       9.019513","       8.647206","       7.637668","       6.008249","       9.931283","      10.437353","     268.936873"
"SIERRA","Residential","      14.434677","      13.164294","      13.820789","      14.158866","      14.033411","      14.371205","      14.388634","      14.498605","      16.766946","      14.853717","      15.222821","      15.111135","      15.062182","      14.777608","      14.826266","      14.627973","      14.796344","      14.731831","      13.908981","      13.839174","      13.550549","      13.418544","      10.250577","       9.834690","      13.437381","      13.450056","     365.337256"
"SIERRA","Total","      24.078481","      23.567124","      23.446964","      23.531875","      23.391483","      23.696518","      24.422296","      25.098443","      28.234010","      23.861098","      25.123168","      24.618650","      34.984961","      32.168318","      35.542103","      22.743712","      22.302413","      23.154408","      22.296488","      22.388548","      22.570062","      22.065750","      17.888245","      15.842939","      23.368664","      23.887409","     634.274130"
"SISKIYOU","Non-Residential","     271.483647","     267.711599","     265.745243","     257.714608","     264.508764","     264.867133","     277.483321","     294.728470","     319.317799","     277.688850","     274.441394","     288.855861","     278.418012","     283.868949","     270.149297","     234.304880","     239.190399","     210.022197","     224.145192","     238.484577","     250.998891","     227.973009","     245.209370","     238.387665","     243.255605","     272.048046","    6781.002778"
"SISKIYOU","Residential","     218.683795","     213.838454","     231.371835","     227.602120","     235.347527","     236.592519","     240.087840","     246.822846","     243.915502","     236.535902","     235.488022","     229.817203","     230.982636","     218.048840","     212.419492","     222.352654","     222.442576","     222.079025","     226.711535","     284.668763","     208.569589","     219.433100","     211.169746","     221.741968","     214.121954","     191.862981","    5902.708424"
"SISKIYOU","Total","     490.167442","     481.550053","     497.117078","     485.316728","     499.856290","     501.459653","     517.571161","     541.551316","     563.233301","     514.224752","     509.929417","     518.673064","     509.400648","     501.917788","     482.568788","     456.657535","     461.632975","     432.101222","     450.856727","     523.153340","     459.568480","     447.406109","     456.379116","     460.129633","     457.377559","     463.911027","   12683.711202"
"SOLANO","Non-Residential","    2176.919495","    2205.669463","    2204.625594","    2169.003390","    2104.949449","    2055.022383","    2150.403912","    2144.132501","    2327.279728","    2111.941869","    2119.992669","    2064.041542","    1972.446597","    1948.565638","    1909.093435","    2063.961365","    1770.901899","    1845.130455","    1727.903124","    1741.553993","    1764.500496","    1779.031362","    1732.075691","    1773.942636","    1727.158588","    1887.860955","   51478.108229"
"SOLANO","Residential","    1037.223786","    1005.930331","    1019.779076","    1020.078844","    1013.629509","    1003.762034","    1021.463400","    1030.299888","    1012.194646","    1053.162760","    1000.116612","     989.558284","     990.794391","     908.870300","     877.679081","     939.743102","     894.202892","     880.820237","     854.771901","     843.261815","     792.330617","     778.884335","     796.996857","     763.352506","     760.420748","     753.056817","   24042.384769"
"SOLANO","Total","    3214.143280","    3211.599794","    3224.404669","    3189.082234","    3118.578958","    3058.784417","    3171.867311","    3174.432389","    3339.474374","    3165.104629","    3120.109281","    3053.599826","    2963.240988","    2857.435937","    2786.772516","    3003.704466","    2665.104791","    2725.950692","    2582.675025","    2584.815809","    2556.831114","    2557.915698","    2529.072547","    2537.295142","    2487.579336","    2640.917772","   75520.492995"
"SONOMA","Non-Residential","    1638.619998","    1652.940400","    1619.229922","    1566.755557","    1538.892275","    1531.066449","    1532.265085","    1639.750312","    1646.311441","    1564.358833","    1519.176577","    1637.203278","    1566.401023","    1615.835152","    1517.867783","    1652.204599","    1306.518275","    1464.189623","    1444.547226","    1396.867546","    1323.922041","    1297.931960","    1284.766971","    1273.193873","    1211.860173","    1239.837510","   38682.513882"
"SONOMA","Residential","    1308.906105","    1283.182702","    1346.438513","    1356.069456","    1361.724508","    1348.701907","    1323.302441","    1306.187446","    1274.773620","    1301.305145","    1231.317927","    1226.863916","    1187.679325","    1152.760832","    1117.055375","    1199.646850","    1178.080645","    1140.428861","    1099.953577","    1061.282895","    1032.481043","    1024.717927","    1027.350417","     989.660199","     998.355312","     987.923198","   30866.150142"
"SONOMA","Total","    2947.526103","    2936.123102","    2965.668435","    2922.825014","    2900.616783","    2879.768356","    2855.567526","    2945.937759","    2921.085061","    2865.663978","    2750.494504","    2864.067194","    2754.080348","    2768.595984","    2634.923158","    2851.851448","    2484.598920","    2604.618483","    2544.500803","    2458.150440","    2356.403084","    2322.649887","    2312.117388","    2262.854072","    2210.215485","    2227.760708","   69548.664023"
"STANISLAUS","Non-Residential","    3059.141631","    3020.368421","    2969.904018","    2959.894558","    2809.795826","    2787.908483","    2893.500535","    3008.340518","    2973.345047","    3040.022407","    2981.231584","    2880.441564","    2826.508336","    2794.484336","    2705.535326","    2796.777717","    2653.708202","    2631.343962","    2508.892043","    2447.023832","    2332.549228","    2283.322095","    2187.753688","    2269.231228","    2302.615775","    2217.459032","   70341.099392"
"STANISLAUS","Residential","    1721.589453","    1721.227445","    1697.951059","    1697.282615","    1666.995960","    1636.606364","    1718.923301","    1710.484666","    1677.743997","    1732.389659","    1652.455188","    1619.341838","    1575.358953","    1471.733023","    1428.922446","    1447.743253","    1375.307125","    1367.577419","    1331.017855","    1331.309900","    1244.928194","    1255.780030","    1219.004491","    1291.823418","    1301.658558","    1196.224573","   39091.380783"
"STANISLAUS","Total","    4780.731084","    4741.595865","    4667.855077","    4657.177172","    4476.791787","    4424.514846","    4612.423837","    4718.825184","    4651.089044","    4772.412066","    4633.686772","    4499.783402","    4401.867288","    4266.217359","    4134.457772","    4244.520970","    4029.015327","    3998.921381","    3839.909898","    3778.333732","    3577.477421","    3539.102124","    3406.758180","    3561.054646","    3604.274334","    3413.683605","  109432.480173"
"SUTTER","Non-Residential","     369.559017","     371.900004","     371.672535","     355.322909","     340.641478","     333.327024","     347.456152","     350.434754","     347.282542","     351.231019","     309.959103","     310.348763","     296.337366","     310.088827","     302.551386","     307.699577","     247.573373","     279.050436","     281.652166","     272.285677","     265.814439","     269.088433","     256.386884","     251.702983","     241.586002","     237.800517","    7978.753366"
"SUTTER","Residential","     280.001631","     276.287067","     275.069609","     279.501971","     271.782709","     265.922911","     277.151923","     277.532795","     273.952983","     275.881838","     259.047863","     253.920689","     245.301749","     228.447006","     218.281705","     232.958914","     223.757423","     222.022613","     221.102650","     219.973839","     203.000605","     203.671153","     200.471983","     201.911746","     194.811427","     191.661435","    6273.428237"
"SUTTER","Total","     649.560648","     648.187071","     646.742144","     634.824880","     612.424187","     599.249936","     624.608076","     627.967549","     621.235525","     627.112856","     569.006966","     564.269453","     541.639115","     538.535833","     520.833091","     540.658491","     471.330796","     501.073049","     502.754816","     492.259516","     468.815044","     472.759586","     456.858867","     453.614728","     436.397429","     429.461952","   14252.181604"
