County,Sector,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,Total Usage
TRINITY,Residential,0.017286,0.018321,0.02044,0.021088,0.022221,0.021449,0.020204,0.021156,0.024547,0.02503,0.024114,0.023773,0.994248,0.015959,0.018777,0.022776,0.025745,0.025399,0.021732,0.022076,0.02104,0.024921,0.025795,0.019976,0.020642,0.019198,1.537913
TRINITY,Total,0.045438,0.047866,0.057024,0.058209,0.063471,0.062881,0.064165,0.06114,0.062091,0.065867,0.261108,0.288368,1.367322,0.232578,0.044003,0.10795,0.063269,0.062538,0.052574,0.052284,0.054534,0.060179,0.061987,0.051799,0.061989,0.066494,3.477128
TULARE,Non-Residential,103.047867,106.787915,104.984871,99.495448,96.51251,94.946526,92.862726,90.874343,92.269693,89.978762,83.108763,72.328466,54.666945,82.866587,55.994957,61.908911,63.271014,53.253626,41.644331,38.955378,32.604101,38.828988,31.071939,22.213425,28.517109,33.777682,1766.772883
TULARE,Residential,46.593639,44.841958,53.165881,52.469113,56.915458,55.065397,55.224816,54.037778,53.507572,51.491358,49.744835,53.960495,50.808655,50.41855,48.991423,51.88433,56.909483,54.612367,47.458285,48.041038,48.199547,52.207848,49.285682,50.581368,50.704325,51.111276,1338.232477
TULARE,Total,149.641506,151.629873,158.150752,151.964561,153.427968,150.011923,148.087542,144.912121,145.777265,141.47012,132.853598,126.288961,105.4756,133.285137,104.98638,113.793241,120.180497,107.865993,89.102616,86.996416,80.803648,91.036836,80.357621,72.794793,79.221434,84.888958,3105.00536
VENTURA,Non-Residential,70.087648,68.000028,74.04548,71.169983,74.975827,78.02003,78.484143,82.222015,87.949723,85.852314,130.126152,202.64721,101.541614,222.689283,124.825052,160.268681,164.487022,140.28386,102.272867,120.524992,103.832668,105.123471,94.349283,76.427585,99.010857,102.217938,2821.435726
VENTURA,Residential,94.002203,93.507905,117.509318,113.995704,124.344856,122.784824,118.53565,120.231526,124.117403,121.700949,120.569498,128.935096,122.154859,126.785147,129.734773,128.859098,134.831231,133.800751,114.53208,114.526802,111.773151,121.068267,116.481696,120.350162,120.642701,117.45937,3113.23502
VENTURA,Total,164.089851,161.507933,191.554798,185.165687,199.320683,200.804854,197.019793,202.453541,212.067126,207.553263,250.69565,331.582306,223.696473,349.47443,254.559825,289.127779,299.318253,274.084611,216.804947,235.051794,215.605819,226.191738,210.830979,196.777747,219.653558,219.677308,5934.670746
YOLO,Non-Residential,32.342706,32.291605,32.78571,34.937047,34.756909,35.913924,35.496588,35.329787,34.06302,35.107266,66.202964,72.199563,36.047792,29.511477,31.10544,52.286792,64.849595,59.26942,54.398743,51.75377,57.302946,59.84547,51.118022,45.463115,53.156606,84.769239,1212.305516
YOLO,Residential,22.367782,21.963129,26.934808,26.265628,28.374275,27.227009,26.988585,26.843801,25.773896,25.908173,24.768135,25.691874,26.310037,15.487489,19.705814,26.348643,28.41842,27.448219,23.816918,23.472154,23.422822,26.615835,25.925053,24.046653,25.316856,24.784158,650.226166
YOLO,Total,54.710488,54.254734,59.720519,61.202675,63.131184,63.140933,62.485173,62.173588,59.836916,61.015439,90.971099,97.891437,62.357829,44.998966,50.811254,78.635435,93.268015,86.717639,78.215661,75.225924,80.725768,86.461305,77.043075,69.509768,78.473462,109.553397,1862.531683
YUBA,Non-Residential,3.695949,4.035062,3.620108,4.843596,4.805397,4.476061,5.413664,4.576492,4.233367,6.744656,4.104804,2.943374,13.793094,4.767071,4.718411,6.684741,5.771008,4.540451,5.934027,5.406206,4.847883,4.263199,3.972763,4.492038,5.816019,5.005812,133.505253
YUBA,Residential,6.322209,6.398862,7.65354,7.523781,8.08707,7.723028,7.732839,7.473039,7.291101,7.211058,6.942558,6.647128,7.46295,3.927539,4.972182,7.023205,7.715727,7.574457,6.676228,6.818581,6.707236,7.670673,7.555522,6.958327,7.496303,7.471457,183.0366
YUBA,Total,10.018158,10.433924,11.273648,12.367377,12.892467,12.199089,13.146503,12.049531,11.524468,13.955714,11.047362,9.590502,21.256044,8.69461,9.690593,13.707946,13.486735,12.114908,12.610255,12.224787,11.555119,11.933872,11.528285,11.450365,13.312322,12.477269,316.541853
