"Utility Type","Utility Name","Year","Ag & Water Pump","Commercial Building","Commercial Other","Industry","Mining & Construction","Residential","Total Usage"
"Unknown","Donald C. Slawson Expl. Co., Inc.","1998","       0.000000","       0.000000","       0.000000","       0.000000","      21.117786","       0.000000","      21.117786"
"Unknown","Donald C. Slawson Expl. Co., Inc.","1999","       0.000000","       0.000000","       0.000000","       0.000000","      26.610051","       0.000000","      26.610051"
"Unknown","Donald C. Slawson Expl. Co., Inc.","2000","       0.000000","       0.000000","       0.000000","       0.000000","      19.990237","       0.000000","      19.990237"
"Unknown","EOG Resources, Inc.","1997","       0.000000","       0.000000","       0.000000","       9.925470","       0.160273","       0.000000","      10.085743"
"Unknown","EOG Resources, Inc.","1998","       0.000000","       0.000000","       0.000000","       4.195508","       0.000000","       0.000000","       4.195508"
"Unknown","Fortune Petroleum, Inc.","1990","       0.000000","       0.000000","       0.000000","       0.173677","       0.000000","       0.000000","       0.173677"
"Unknown","Four Star Oil & Gas Co. (aka Texaco)","1990","       0.000000","       0.000000","       0.000000","       0.000000","      10.710686","       0.000000","      10.710686"
"Unknown","Four Star Oil & Gas Co. (aka Texaco)","1991","       0.000000","       0.000000","       0.000000","       0.000000","      10.503844","       0.000000","      10.503844"
"Unknown","Four Star Oil & Gas Co. (aka Texaco)","1992","       0.000000","       0.000000","       0.000000","       0.000000","       8.510433","       0.000000","       8.510433"
"Unknown","Four Star Oil & Gas Co. (aka Texaco)","1993","       0.000000","       0.000000","       0.000000","       0.000000","       7.316534","       0.000000","       7.316534"
"Unknown","Four Star Oil & Gas Co. (aka Texaco)","1994","       0.000000","       0.000000","       0.000000","       0.000000","       6.778001","       0.000000","       6.778001"
"Unknown","Four Star Oil & Gas Co. (aka Texaco)","1995","       0.000000","       0.000000","       0.000000","       0.000000","       6.747836","       0.000000","       6.747836"
"Unknown","Four Star Oil & Gas Co. (aka Texaco)","1996","       0.000000","       0.000000","       0.000000","       0.000000","       7.547404","       0.000000","       7.547404"
"Unknown","Four Star Oil & Gas Co. (aka Texaco)","1997","       0.000000","       0.000000","       0.000000","       0.000000","       7.377819","       0.000000","       7.377819"
"Unknown","Four Star Oil & Gas Co. (aka Texaco)","1998","       0.000000","       0.000000","       0.000000","       0.000000","       4.280700","       0.000000","       4.280700"
"Unknown","Four Star Oil & Gas Co. (aka Texaco)","1999","       0.000000","       0.000000","       0.000000","       0.000000","       2.328364","       0.000000","       2.328364"
"Unknown","H. T. Hilliard & Co.","1990","       0.000000","       0.000000","       0.000000","       3.875364","       0.000000","       0.000000","       3.875364"
"Unknown","J.P. Oil Company, Inc.","1999","       0.000000","       0.000000","       0.000000","       0.000000","       0.390858","       0.000000","       0.390858"
"Unknown","Kelt Oil & Gas Co.","1990","       0.000000","       0.000000","       0.000000","       0.133633","       0.000000","       0.000000","       0.133633"
"Unknown","McGill & Shepard","1991","       0.000000","       0.000000","       0.000000","       0.000000","       4.581961","       0.000000","       4.581961"
"Unknown","Mentren Corp","1990","       0.000000","       0.000000","       0.000000","       0.000000","       0.961510","       0.000000","       0.961510"
"Unknown","MOBIL Oil Corp","1990","       0.000000","       0.000000","       0.000000","       0.000000","      22.521743","       0.000000","      22.521743"
"Unknown","Monterey Resources, Inc.","1996","       0.000000","       0.000000","       0.000000","       1.370011","       0.000000","       0.000000","       1.370011"
"Unknown","Nahama & Weagan Ener Co.","1990","       0.000000","       0.000000","       0.000000","       0.082236","       0.000000","       0.000000","       0.082236"
"Unknown","Naval Petroleum Reserve","1990","       0.000000","       0.000000","       0.000000","       0.000000","      93.908735","       0.000000","      93.908735"
"Unknown","no name","1990","       0.000000","       0.000000","       0.000000","       2.097478","       0.000000","       0.000000","       2.097478"
"Unknown","Nuevo Energy (Torch Operating Company)","1996","       0.000000","       0.000000","       0.000000","      30.609419","      22.846894","       0.000000","      53.456313"
"Unknown","Nuevo Energy (Torch Operating Company)","1998","       0.000000","       0.000000","       0.000000","      32.781274","       9.611115","       0.000000","      42.392389"
"Unknown","Nuevo Energy (Torch Operating Company)","1999","       0.000000","       0.000000","       0.000000","      11.917480","      15.921065","       0.000000","      27.838545"
"Unknown","Nuevo Energy (Torch Operating Company)","2000","       0.000000","       0.000000","       0.000000","      12.690027","       0.000000","       0.000000","      12.690027"
"Unknown","Oryx Energy Co.","1990","       0.000000","       0.000000","       0.000000","       1.221561","       0.000000","       0.000000","       1.221561"
"Unknown","OXY USA, Inc.","1990","       0.236142","       0.000000","       0.000000","       0.000000","       4.145305","       0.000000","       4.381447"
"Unknown","Petrotech Resources Co.","1992","       0.000000","       0.000000","       0.000000","       0.000000","       0.226322","       0.000000","       0.226322"
"Unknown","Petrotech Resources Co.","1993","       0.000000","       0.000000","       0.000000","       0.000000","       1.311549","       0.000000","       1.311549"
"Unknown","Petrotech Resources Co.","1994","       0.000000","       0.000000","       0.000000","       0.000000","       1.184809","       0.000000","       1.184809"
"Unknown","Petrotech Resources Co.","1995","       0.000000","       0.000000","       0.000000","       0.000000","       0.976834","       0.000000","       0.976834"
"Unknown","Petrotech Resources Co.","1996","       0.000000","       0.000000","       0.000000","       0.000000","       0.552591","       0.000000","       0.552591"
"Unknown","PG&E Resources Co.","1991","       0.000000","       0.000000","       0.000000","       0.000000","       0.447416","       0.000000","       0.447416"
"Unknown","PG&E Resources Co.","1992","       0.000000","       0.000000","       0.000000","       0.000000","       0.451329","       0.000000","       0.451329"
"Unknown","PG&E Resources Co.","1993","       0.000000","       0.000000","       0.000000","       0.000000","       0.236664","       0.000000","       0.236664"
"Unknown","Phillips Petroleum Co.","1990","       0.000000","       0.000000","       0.000000","       0.178760","       0.640985","       0.000000","       0.819745"
"Unknown","Phillips Petroleum Co.","1991","       0.000000","       0.000000","       0.000000","      12.051366","      10.507877","       0.000000","      22.559243"
"Unknown","Quintana Petroleum","1990","       0.000000","       0.000000","       0.000000","       1.112589","       0.033943","       0.000000","       1.146532"
"Unknown","Quintana Petroleum","1991","       0.000000","       0.000000","       0.000000","       0.278780","       0.332692","       0.000000","       0.611472"
"Unknown","Sage Energy Co.","1990","       0.000000","       0.000000","       0.000000","       0.298367","       0.000000","       0.000000","       0.298367"
"Unknown","Samedan Oil Corp.","1997","       0.000000","       0.000000","       0.000000","       6.582373","       0.000000","       0.000000","       6.582373"
"Unknown","Samedan Oil Corp.","1998","       0.000000","       0.000000","       0.000000","       7.481872","       0.000000","       0.000000","       7.481872"
"Unknown","Samedan Oil Corp.","1999","       0.000000","       0.000000","       0.000000","       7.885527","       0.000000","       0.000000","       7.885527"
"Unknown","Samedan Oil Corp.","2000","       0.000000","       0.000000","       0.000000","       4.966604","       0.004870","       0.000000","       4.971474"
"Unknown","Samedan Oil Corp.","2001","       0.000000","       0.000000","       0.000000","      26.562924","       0.000000","       0.000000","      26.562924"
"Unknown","Seneca Resources Corp","1990","       0.000000","       0.000000","       0.000000","       5.815938","       1.338157","       0.000000","       7.154095"
"Unknown","Seneca Resources Corp","1997","       0.000000","       0.000000","       0.000000","       0.000000","       2.213144","       0.000000","       2.213144"
"Unknown","Seneca Resources Corp","1999","       0.000000","       7.133582","       0.000000","       0.000000","       0.000000","       0.000000","       7.133582"
"Unknown","Stocker Resources Inc.","1997","       0.000000","       0.000000","       0.000000","      12.484327","       0.000000","       0.000000","      12.484327"
"Unknown","Stocker Resources Inc.","1998","       0.000000","       0.000000","       0.000000","      20.785406","       0.000000","       0.000000","      20.785406"
"Unknown","Stream Energy Inc.","1999","       0.000000","       0.000000","       0.000000","       0.000000","       0.277044","       0.000000","       0.277044"
"Unknown","Stream Energy Inc.","2000","       0.000000","       0.000000","       0.000000","       0.000000","       0.919230","       0.000000","       0.919230"
"Unknown","Texaco (McFarland)","1997","       0.000000","       0.000000","       0.000000","       0.000000","       3.367165","       0.000000","       3.367165"
"Unknown","Texaco (McFarland)","1998","       0.000000","       0.000000","       0.000000","       0.000000","       3.124662","       0.000000","       3.124662"
"Unknown","Texaco (McFarland)","1999","       0.000000","       0.000000","       0.000000","       0.000000","       2.239160","       0.000000","       2.239160"
"Unknown","Texaco Expl & Prod Inc.","1990","       0.000000","       0.000000","       0.000000","       0.000000","      39.273237","       0.000000","      39.273237"
"Unknown","Texaco Expl & Prod Inc.","1991","       0.000000","       0.000000","       0.000000","       0.000000","      38.137416","       0.000000","      38.137416"
"Unknown","Texaco Expl & Prod Inc.","1992","       0.000000","       0.000000","       0.000000","       0.000000","      28.476284","       0.000000","      28.476284"
"Unknown","Texaco Expl & Prod Inc.","1993","       0.000000","       0.000000","       0.000000","       0.000000","      25.471093","       0.000000","      25.471093"
"Unknown","Texaco Expl & Prod Inc.","1994","       0.000000","       0.000000","       0.000000","       0.000000","      24.958724","       0.000000","      24.958724"
"Unknown","Texaco Expl & Prod Inc.","1995","       0.000000","       0.000000","       0.000000","       0.000000","      25.763717","       0.000000","      25.763717"
"Unknown","Texaco Expl & Prod Inc.","1996","       0.000000","       0.000000","       0.000000","       0.000000","      26.699542","       0.000000","      26.699542"
"Unknown","Texaco Expl & Prod Inc.","1997","       0.000000","       0.000000","       0.000000","       0.000000","      40.787545","       0.000000","      40.787545"
"Unknown","Texaco Expl & Prod Inc.","1998","       0.000000","       0.000000","       0.000000","       0.000000","      55.364044","       0.000000","      55.364044"
"Unknown","Texaco Expl & Prod Inc.","1999","       0.000000","       0.000000","       0.000000","       0.000000","      62.955664","       0.000000","      62.955664"
"Unknown","Texaco Expl & Prod Inc.","2001","       0.000000","       0.000000","       0.000000","       0.000000","     264.624967","       0.000000","     264.624967"
"Unknown","Texaco Expl & Prod Inc.","2002","       0.000000","       0.000000","       0.000000","       0.000000","     262.230706","       0.000000","     262.230706"
"Unknown","Texaco/Getty","1990","       0.000000","       0.000000","       0.000000","       0.000000","      56.680448","       0.000000","      56.680448"
"Unknown","THUMS Long Beach","1990","       0.000000","       0.000000","       0.000000","       0.000000","       1.457609","       0.000000","       1.457609"
"Unknown","THUMS Long Beach","2000","       0.000000","       0.000000","       0.000000","       0.000000","      18.642989","       0.000000","      18.642989"
"Unknown","Tidelands Oil Production Co.","1990","       0.000000","       0.000000","       0.000000","       0.000000","       3.862201","       0.000000","       3.862201"
"Unknown","Tidelands Oil Production Co.","1991","       0.000000","       0.000000","       0.000000","       0.000000","       3.644407","       0.000000","       3.644407"
"Unknown","Tidelands Oil Production Co.","1992","       0.000000","       0.000000","       0.000000","       0.000000","       3.009160","       0.000000","       3.009160"
"Unknown","Tidelands Oil Production Co.","1993","       0.000000","       0.000000","       0.000000","       0.000000","       3.116992","       0.000000","       3.116992"
"Unknown","Tidelands Oil Production Co.","1994","       0.000000","       0.000000","       0.000000","       0.000000","       3.032058","       0.000000","       3.032058"
"Unknown","Tidelands Oil Production Co.","1995","       0.000000","       0.000000","       0.000000","       0.000000","       2.992673","       0.000000","       2.992673"
"Unknown","Tidelands Oil Production Co.","1996","       0.000000","       0.000000","       0.000000","       0.000000","       3.981194","       0.000000","       3.981194"
"Unknown","Tidelands Oil Production Co.","1997","       0.000000","       0.000000","       0.000000","       0.000000","       5.146738","       0.000000","       5.146738"
"Unknown","Tidelands Oil Production Co.","1998","       0.000000","       0.000000","       0.000000","       0.000000","       3.812001","       0.000000","       3.812001"
"Unknown","Tidelands Oil Production Co.","1999","       0.000000","       0.000000","       0.000000","       0.000000","       2.943992","       0.000000","       2.943992"
"Unknown","Tidelands Oil Production Co.","2000","       0.000000","       0.000000","       0.000000","       0.000000","       3.605978","       0.000000","       3.605978"
"Unknown","Towne Exploration Company","1997","       0.000000","       0.000000","       0.000000","       0.637535","       0.000000","       0.000000","       0.637535"
"Unknown","Towne Exploration Company","1998","       0.000000","       0.000000","       0.000000","       0.510725","       0.000000","       0.000000","       0.510725"
"Unknown","Triton Oil and Gas Corp","1990","       0.000000","       0.000000","       0.000000","       0.000000","       0.325641","       0.000000","       0.325641"
"Unknown","Tri-Valley Oil & Gas Co.","1997","       0.000000","       0.000000","       0.000000","       0.000000","       0.528488","       0.000000","       0.528488"
"Unknown","Tri-Valley Oil & Gas Co.","1998","       0.000000","       0.000000","       0.000000","      27.128269","       0.000000","       0.000000","      27.128269"
"Unknown","Unknown","2000","       0.000000","       0.000000","       0.000000","       0.000000","      16.698942","       0.000000","      16.698942"
"Unknown","Unocal Corporation, Accounting Center","1990","       0.000000","       6.390789","       0.000000","      33.681487","       0.000000","       0.000000","      40.072276"
"Unknown","Unocal Corporation, Accounting Center","1991","       0.000000","       9.807432","       0.000000","      37.288935","       0.000000","       0.000000","      47.096367"
"Unknown","Unocal Corporation, Accounting Center","1992","       0.000000","       7.979756","       0.000000","      26.625129","       0.000000","       0.000000","      34.604885"
"Unknown","Unocal Corporation, Accounting Center","1993","       0.000000","       0.000000","       0.000000","       0.000000","      15.722182","       0.000000","      15.722182"
"Unknown","Unocal Corporation, Accounting Center","1994","       0.000000","       0.000000","       0.000000","       0.000000","      12.094895","       0.000000","      12.094895"
"Unknown","Unocal Corporation, Accounting Center","1995","       0.000000","       0.000000","       0.000000","       0.000000","      11.905085","       0.000000","      11.905085"
"Unknown","Unocal Corporation, Accounting Center","1996","       0.000000","       0.000000","       0.000000","       0.000000","       2.142056","       0.000000","       2.142056"
"Unknown","Unocal Corporation, Accounting Center","1997","       0.000000","       0.000000","       0.000000","       1.018006","       0.000000","       0.000000","       1.018006"
"Unknown","Unocal Corporation, Accounting Center","1998","       0.000000","       0.000000","       0.000000","       0.952264","       0.000000","       0.000000","       0.952264"
"Unknown","Unocal Corporation, Accounting Center","1999","       0.000000","       0.000000","       0.000000","       2.338988","       0.000000","       0.000000","       2.338988"
"Unknown","Venada National Oil and Gas Exploration","1990","       0.000000","       0.000000","       0.000000","       2.802710","       0.000000","       0.000000","       2.802710"
"Unknown","Venada National Oil and Gas Exploration","1991","       0.000000","       0.000000","       0.000000","       5.666416","       0.000000","       0.000000","       5.666416"
"Unknown","Venada National Oil and Gas Exploration","1992","       0.000000","       0.000000","       0.000000","       3.900366","       0.000000","       0.000000","       3.900366"
"Unknown","Venada National Oil and Gas Exploration","1993","       0.000000","       0.000000","       0.000000","       4.140900","       0.000000","       0.000000","       4.140900"
"Unknown","Venada National Oil and Gas Exploration","1994","       0.000000","       0.000000","       0.000000","       4.760520","       0.000000","       0.000000","       4.760520"
"Unknown","Venada National Oil and Gas Exploration","1995","       0.000000","       0.000000","       0.000000","       2.253004","       0.000000","       0.000000","       2.253004"
"Unknown","Venada National Oil and Gas Exploration","1996","       0.000000","       0.000000","       0.000000","       1.806498","       0.000000","       0.000000","       1.806498"
"Unknown","Venada National Oil and Gas Exploration","1999","       0.000000","       0.000000","       0.000000","       1.913306","       0.000000","       0.000000","       1.913306"
"Unknown","Venada National Oil and Gas Exploration","2000","       0.000000","       0.000000","       0.000000","       2.614740","       0.000000","       0.000000","       2.614740"
"Unknown","Venada National Oil and Gas Exploration","2001","       0.000000","       0.000000","       0.400066","       0.000000","       0.000000","       0.000000","       0.400066"
"Unknown","Vern Jones Oil & Gas Corp.","1993","       0.000000","       0.000000","       0.000000","       0.000000","       5.730933","       0.000000","       5.730933"
"Unknown","Vern Jones Oil & Gas Corp.","1994","       0.000000","       0.000000","       0.000000","       0.000000","       6.005456","       0.000000","       6.005456"
"Unknown","Vern Jones Oil & Gas Corp.","1995","       0.000000","       0.000000","       0.000000","       0.000000","       4.760132","       0.000000","       4.760132"
"Unknown","Western Continental Operating Co.","1990","       0.000000","       0.000000","       0.000000","       7.660443","       0.213564","       0.000000","       7.874007"
"Unknown","Williams Energy Service","1997","       5.703563","       1.213721","       0.000000","      10.061152","       1.957417","       0.000000","      18.935853"
"Unknown","Williams Energy Service","1998","       6.714586","       2.680431","       0.014866","      32.007007","       4.353846","       0.000000","      45.770736"
"Unknown","Williams Energy Service","1999","       2.422020","       0.977124","       0.003095","       4.976578","       0.668679","       0.000000","       9.047496"
"Western Area Power Agency","Gas Producer","1990","       0.000000","       0.000000","       0.000000","       0.000000","    1234.212638","       0.000000","    1234.212638"
"Western Area Power Agency","Gas Producer","1991","       0.000000","       0.000000","       0.000000","       0.000000","    1234.212638","       0.000000","    1234.212638"
"Western Area Power Agency","Gas Producer","1992","       0.000000","       0.000000","       0.000000","       0.000000","    1165.593348","       0.000000","    1165.593348"
"Western Area Power Agency","Gas Producer","1993","       0.000000","       0.000000","       0.000000","       0.000000","    1334.212638","       0.000000","    1334.212638"
"Western Area Power Agency","Gas Producer","1994","       0.000000","       0.000000","       0.000000","       0.000000","    1443.023529","       0.000000","    1443.023529"
"Western Area Power Agency","Gas Producer","1995","       0.000000","       0.000000","       0.000000","       0.000000","    1524.911022","       0.000000","    1524.911022"
"Western Area Power Agency","Gas Producer","1995","       0.469483","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.469483"
"Western Area Power Agency","Gas Producer","1996","       1.980406","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       1.980406"
"Western Area Power Agency","Gas Producer","1996","       0.000000","       0.000000","       0.000000","       0.000000","    1573.439226","       0.000000","    1573.439226"
"Western Area Power Agency","Gas Producer","1997","       0.000000","       0.000000","       0.000000","       0.000000","    1573.218823","       0.000000","    1573.218823"
"Western Area Power Agency","Gas Producer","1997","       1.408345","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       1.408345"
"Western Area Power Agency","Gas Producer","1998","       2.095672","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       2.095672"
"Western Area Power Agency","Gas Producer","1998","       0.000000","       0.000000","       0.000000","       0.000000","    1456.007252","       0.000000","    1456.007252"
"Western Area Power Agency","Gas Producer","1999","       0.000000","       0.000000","       0.000000","       0.000000","    1491.670228","       0.000000","    1491.670228"
"Western Area Power Agency","Gas Producer","2000","       0.000000","       0.000000","       0.000000","       0.000000","    1563.377462","       0.000000","    1563.377462"
"Western Area Power Agency","Gas Producer","2001","       0.000000","       0.000000","       0.000000","       0.000000","    1657.755007","       0.000000","    1657.755007"
"Western Area Power Agency","Gas Producer","2002","       0.000000","       0.000000","       0.000000","       0.000000","    1841.032462","       0.000000","    1841.032462"
"Western Area Power Agency","Gas Producer","2003","       0.000000","       0.000000","       0.000000","       0.000000","    1941.219559","       0.000000","    1941.219559"
"Western Area Power Agency","Gas Producer","2004","       0.000000","       0.000000","       0.000000","       0.000000","    1979.206729","       0.000000","    1979.206729"
"Western Area Power Agency","Gas Producer","2005","       0.000000","       0.000000","       0.000000","       0.000000","    1923.918213","       0.000000","    1923.918213"
"Western Area Power Agency","Gas Producer","2006","       0.000000","       0.000000","       0.000000","       0.000000","    1806.779703","       0.000000","    1806.779703"
"Western Area Power Agency","Gas Producer","2007","       0.000000","       0.000000","       0.000000","       0.000000","    1917.041151","       0.000000","    1917.041151"
"Western Area Power Agency","Gas Producer","2008","       0.000000","       0.000000","       0.000000","       0.000000","    1994.590736","       0.000000","    1994.590736"
"Western Area Power Agency","Gas Producer","2009","       0.000000","       0.000000","       0.000000","       0.000000","    2047.314901","       0.000000","    2047.314901"
"Western Area Power Agency","Gas Producer","2010","       0.000000","       0.000000","       0.000000","       0.000000","    1944.188113","       0.000000","    1944.188113"
"Western Area Power Agency","Gas Producer","2011","       0.000000","       0.000000","       0.000000","       0.000000","    1995.364585","       0.000000","    1995.364585"
"Western Area Power Agency","Gas Producer","2012","       0.000000","       0.000000","       0.000000","       0.000000","    1931.096949","       0.000000","    1931.096949"
"Western Area Power Agency","Gas Producer","2013","       0.000000","       0.000000","       0.000000","       0.000000","    2265.585900","       0.000000","    2265.585900"
"Western Area Power Agency","Gas Producer","2014","       0.000000","       0.000000","       0.000000","       0.000000","    2285.477989","       0.000000","    2285.477989"
"Western Area Power Agency","Gas Producer","2015","       0.000000","       0.000000","       0.000000","       0.000000","    2337.566360","       0.000000","    2337.566360"
"Western Area Power Agency","Gas Producer","2016","       0.000000","       0.000000","       0.000000","       0.000000","    2044.806844","       0.000000","    2044.806844"
"Western Area Power Agency","Gas Producer","2017","       0.000000","       0.000000","       0.000000","       0.000000","    1915.767401","       0.000000","    1915.767401"
"Western Area Power Agency","Gas Producer","2018","       0.000000","       0.000000","       0.000000","       0.000000","    1944.008222","       0.000000","    1944.008222"
"Western Area Power Agency","Gas Producer","2019","       0.000000","       0.000000","       0.000000","       0.000000","    1944.008222","       0.000000","    1944.008222"
"Western Area Power Agency","Southwest Gas Corporation","1990","       0.000000","       0.000000","       1.120822","       0.000000","       0.000000","       0.000000","       1.120822"
"Western Area Power Agency","Southwest Gas Corporation","1990","       0.000000","      12.838579","       0.000000","       0.000000","       0.000000","       0.000000","      12.838579"
"Western Area Power Agency","Southwest Gas Corporation","1990","       0.000000","       0.000000","       0.000000","       0.599493","       0.000000","       0.000000","       0.599493"
"Western Area Power Agency","Southwest Gas Corporation","1990","       0.000000","       0.000000","       0.000000","       0.000000","       0.562498","       0.000000","       0.562498"
"Western Area Power Agency","Southwest Gas Corporation","1990","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","      72.351042","      72.351042"
"Western Area Power Agency","Southwest Gas Corporation","1990","       0.262799","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.262799"
"Western Area Power Agency","Southwest Gas Corporation","1991","       0.256632","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.256632"
"Western Area Power Agency","Southwest Gas Corporation","1991","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","      58.355185","      58.355185"
"Western Area Power Agency","Southwest Gas Corporation","1991","       0.000000","       0.000000","       0.000000","       0.000000","       0.676193","       0.000000","       0.676193"
"Western Area Power Agency","Southwest Gas Corporation","1991","       0.000000","       0.000000","       0.000000","       0.825087","       0.000000","       0.000000","       0.825087"
"Western Area Power Agency","Southwest Gas Corporation","1991","       0.000000","      15.532096","       0.000000","       0.000000","       0.000000","       0.000000","      15.532096"
"Western Area Power Agency","Southwest Gas Corporation","1991","       0.000000","       0.000000","       0.858090","       0.000000","       0.000000","       0.000000","       0.858090"
"Western Area Power Agency","Southwest Gas Corporation","1992","       0.000000","       0.000000","       2.381173","       0.000000","       0.000000","       0.000000","       2.381173"
"Western Area Power Agency","Southwest Gas Corporation","1992","       0.000000","      11.986488","       0.000000","       0.000000","       0.000000","       0.000000","      11.986488"
"Western Area Power Agency","Southwest Gas Corporation","1992","       0.000000","       0.000000","       0.000000","       7.763489","       0.000000","       0.000000","       7.763489"
"Western Area Power Agency","Southwest Gas Corporation","1992","       0.000000","       0.000000","       0.000000","       0.000000","       0.555931","       0.000000","       0.555931"
"Western Area Power Agency","Southwest Gas Corporation","1992","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","      56.017259","      56.017259"
"Western Area Power Agency","Southwest Gas Corporation","1992","       0.184552","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.184552"
"Western Area Power Agency","Southwest Gas Corporation","1993","       0.176707","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.176707"
"Western Area Power Agency","Southwest Gas Corporation","1993","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","      59.337233","      59.337233"
"Western Area Power Agency","Southwest Gas Corporation","1993","       0.000000","       0.000000","       0.000000","       0.000000","       0.487653","       0.000000","       0.487653"
"Western Area Power Agency","Southwest Gas Corporation","1993","       0.000000","       0.000000","       0.000000","       9.829239","       0.000000","       0.000000","       9.829239"
"Western Area Power Agency","Southwest Gas Corporation","1993","       0.000000","      12.562553","       0.000000","       0.000000","       0.000000","       0.000000","      12.562553"
"Western Area Power Agency","Southwest Gas Corporation","1993","       0.000000","       0.000000","       2.573872","       0.000000","       0.000000","       0.000000","       2.573872"
"Western Area Power Agency","Southwest Gas Corporation","1994","       0.000000","       0.000000","       2.900744","       0.000000","       0.000000","       0.000000","       2.900744"
"Western Area Power Agency","Southwest Gas Corporation","1994","       0.000000","      12.355816","       0.000000","       0.000000","       0.000000","       0.000000","      12.355816"
"Western Area Power Agency","Southwest Gas Corporation","1994","       0.000000","       0.000000","       0.000000","       8.485305","       0.000000","       0.000000","       8.485305"
"Western Area Power Agency","Southwest Gas Corporation","1994","       0.000000","       0.000000","       0.000000","       0.000000","       3.163502","       0.000000","       3.163502"
"Western Area Power Agency","Southwest Gas Corporation","1994","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","      62.723593","      62.723593"
"Western Area Power Agency","Southwest Gas Corporation","1994","       0.188543","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.188543"
"Western Area Power Agency","Southwest Gas Corporation","1995","       0.147308","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.147308"
"Western Area Power Agency","Southwest Gas Corporation","1995","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","      53.779767","      53.779767"
"Western Area Power Agency","Southwest Gas Corporation","1995","       0.000000","       0.000000","       0.000000","       0.000000","       4.397648","       0.000000","       4.397648"
"Western Area Power Agency","Southwest Gas Corporation","1995","       0.000000","       0.000000","       0.000000","      10.691739","       0.000000","       0.000000","      10.691739"
"Western Area Power Agency","Southwest Gas Corporation","1995","       0.000000","       8.968042","       0.000000","       0.000000","       0.000000","       0.000000","       8.968042"
"Western Area Power Agency","Southwest Gas Corporation","1995","       0.000000","       0.000000","       2.192384","       0.000000","       0.000000","       0.000000","       2.192384"
"Western Area Power Agency","Southwest Gas Corporation","1996","       0.000000","       0.000000","       3.271160","       0.000000","       0.000000","       0.000000","       3.271160"
"Western Area Power Agency","Southwest Gas Corporation","1996","       0.000000","      12.269355","       0.000000","       0.000000","       0.000000","       0.000000","      12.269355"
"Western Area Power Agency","Southwest Gas Corporation","1996","       0.000000","       0.000000","       0.000000","      15.521455","       0.000000","       0.000000","      15.521455"
"Western Area Power Agency","Southwest Gas Corporation","1996","       0.000000","       0.000000","       0.000000","       0.000000","       3.662439","       0.000000","       3.662439"
"Western Area Power Agency","Southwest Gas Corporation","1996","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","      54.595784","      54.595784"
"Western Area Power Agency","Southwest Gas Corporation","1996","       0.258345","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.258345"
"Western Area Power Agency","Southwest Gas Corporation","1997","       0.247483","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.247483"
"Western Area Power Agency","Southwest Gas Corporation","1997","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","      55.421177","      55.421177"
"Western Area Power Agency","Southwest Gas Corporation","1997","       0.000000","       0.000000","       0.000000","       0.000000","       3.544320","       0.000000","       3.544320"
"Western Area Power Agency","Southwest Gas Corporation","1997","       0.000000","       0.000000","       0.000000","      17.436069","       0.000000","       0.000000","      17.436069"
"Western Area Power Agency","Southwest Gas Corporation","1997","       0.000000","      14.981498","       0.000000","       0.000000","       0.000000","       0.000000","      14.981498"
"Western Area Power Agency","Southwest Gas Corporation","1997","       0.000000","       0.000000","       2.965485","       0.000000","       0.000000","       0.000000","       2.965485"
"Western Area Power Agency","Southwest Gas Corporation","1998","       0.000000","       0.000000","       3.272636","       0.000000","       0.000000","       0.000000","       3.272636"
"Western Area Power Agency","Southwest Gas Corporation","1998","       0.000000","      18.441240","       0.000000","       0.000000","       0.000000","       0.000000","      18.441240"
"Western Area Power Agency","Southwest Gas Corporation","1998","       0.000000","       0.000000","       0.000000","      14.023730","       0.000000","       0.000000","      14.023730"
"Western Area Power Agency","Southwest Gas Corporation","1998","       0.000000","       0.000000","       0.000000","       0.000000","       2.889120","       0.000000","       2.889120"
"Western Area Power Agency","Southwest Gas Corporation","1998","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","      56.467419","      56.467419"
"Western Area Power Agency","Southwest Gas Corporation","1998","       0.179430","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.179430"
